uFips,Latitude (generated),Longitude (generated),Living Wage Calculators
29093,37.668,-90.845,20040
29091,36.774,-91.888,20233.103137202
29089,39.146,-92.688,21563
29087,40.116,-95.271,20040
29085,37.936,-93.319,20310
29083,38.384,-93.793,20333
29081,40.354,-93.997,20075
29079,40.114,-93.563,20005
29077,37.258,-93.343,20341.101432532
29075,40.212,-94.41,20040
29073,38.454,-91.505,20040
29071,38.405,-91.05,21640.258688053
29069,36.105,-90.165,19906.428006658
29067,36.932,-92.499,20040
29065,37.604,-91.481,20040
29063,39.893,-94.404,21366.902843602
29061,39.959,-93.988,20040
29059,37.693,-93.018,19938.042143868
29057,37.432,-93.849,20040
29055,37.995,-91.314,21038
29053,38.827,-92.779,20040
29051,38.483,-92.249,19819.873436136
29049,39.601,-94.404,21726.202361890
29047,39.307,-94.409,21726.638064223
29045,40.403,-91.685,20555.579836830
29043,36.954,-93.256,20352.549214227
29041,39.508,-92.988,20040
29039,37.736,-93.842,20040
29037,38.654,-94.338,21727.770582011
29035,36.934,-90.943,20040
29033,39.44,-93.431,20838
29031,37.409,-89.643,19996.011924550
29029,38.056,-92.744,20275
29027,38.834,-91.93,20692.262125341
29025,39.655,-93.983,21725.010786429
29023,36.712,-90.407,20559.123574539
29021,39.676,-94.857,21366.251513526
29019,38.96,-92.337,21502.382233774
29017,37.319,-90.042,20016.878738067
29015,38.292,-93.291,20110
29013,38.262,-94.332,20223.886128776
29011,37.501,-94.345,19594
29009,36.712,-93.825,19958
29007,39.199,-91.861,20310.643897505
29005,40.422,-95.476,20040
29003,39.974,-94.831,21375.983289474
29001,40.191,-92.6,20414.502930323
28163,32.807,-90.362,20137
28161,34.029,-89.719,20067
28159,33.108,-89.065,20067
28157,31.168,-91.347,19762
28155,33.618,-89.262,20579
28153,31.639,-88.696,20067
28151,33.269,-90.957,20491
28149,32.282,-90.864,20980
28147,31.168,-90.048,20866
28145,34.489,-88.99,20067
28143,34.631,-90.393,20557
28141,34.729,-88.231,20067
28139,34.796,-88.903,20067
28137,34.64,-89.956,20855
28135,33.941,-90.188,20579
28133,33.628,-90.607,19828
28131,30.793,-89.112,22401
28129,32.006,-89.523,20369
28127,31.906,-89.95,19450
28125,32.878,-90.81,20067
28123,32.399,-89.553,19788
28121,32.266,-89.992,20171
28119,34.291,-90.292,19450
28117,34.61,-88.532,20067
28115,34.227,-89.035,20067
28113,31.174,-90.403,20016
28111,31.171,-88.99,20960
28109,30.752,-89.596,20193
28107,34.359,-89.959,19828
28105,33.425,-88.878,21388
28103,33.107,-88.559,20067
28101,32.4,-89.118,20038
28099,32.754,-89.116,20067
28097,33.481,-89.583,20067
28095,33.875,-88.462,19806
28093,34.774,-89.485,20082
28091,31.232,-89.847,20067
28089,32.554,-90.09,20171
28087,33.475,-88.46,19905
28085,31.524,-90.49,20021
28083,33.528,-90.277,20579
28081,34.299,-88.683,19450
28079,32.753,-89.524,19762
28077,31.548,-90.102,20148
28075,32.401,-88.652,20067
28073,31.217,-89.501,20960
28071,34.358,-89.483,21221
28069,32.752,-88.631,19938
28067,31.622,-89.171,20491
28065,31.603,-89.781,20067
28063,31.736,-91.05,20067
28061,32.018,-89.116,20067
28059,30.455,-88.634,22182
28057,34.275,-88.35,20067
28055,32.552,-90.952,22318
28053,33.126,-90.531,20067
28051,33.116,-90.09,20067
28049,32.268,-90.397,20171
28047,30.416,-89.068,22401
28045,30.404,-89.498,22401
28043,33.787,-89.821,20067
28041,31.216,-88.633,20067
28039,30.866,-88.648,22182
28037,31.479,-90.895,20067
28035,31.172,-89.294,20960
28033,34.854,-90.018,21430
28031,31.609,-89.577,20067
28029,31.875,-90.422,20171
28027,34.216,-90.678,19636
28025,33.688,-88.753,20049
28023,32.037,-88.672,20067
28021,31.976,-90.981,20067
28019,33.31,-89.271,20067
28017,33.914,-88.955,19625
28015,33.467,-89.91,21733
28013,33.941,-89.323,19450
28011,33.774,-90.944,20148
28009,34.796,-89.184,20067
28007,33.107,-89.641,20067
28005,31.174,-90.82,20067
28003,34.875,-88.593,20067
28001,31.454,-91.404,20067
27173,44.717,-95.906,18800
27171,45.17,-93.888,21088.262192989
27169,43.972,-91.681,18803.795957859
27167,46.326,-96.527,18720.713311475
27165,43.978,-94.614,18800
27163,45.034,-92.88,21091.570497271
27161,44.022,-93.587,18855
27159,46.587,-94.946,18800
27157,44.271,-92.204,19992.257154455
27155,45.803,-96.554,18800
27153,46.071,-94.899,19373
27151,45.281,-95.682,18800
27149,45.585,-96,19692
27147,44.022,-93.226,19037.462920707
27145,45.549,-94.593,20827.825250302
27143,44.587,-94.196,19096.622545169
27141,45.447,-93.83,21076.868582033
27139,44.659,-93.594,21091.089390019
27137,47.541,-92.442,18729.786199343
27135,48.769,-95.747,18800
27133,43.674,-96.252,19285
27131,44.37,-93.282,19712.477075499
27129,44.718,-94.991,18800
27127,44.424,-95.23,18800
27125,47.861,-96.095,18800
27123,45.021,-93.105,21125.797529538
27121,45.585,-95.445,19251
27119,47.629,-96.35,18943.564273136
27117,44.023,-96.258,18800
27115,46.152,-92.717,19417
27113,48.067,-96.041,19494
27111,46.411,-95.713,18623.382195846
27109,44.021,-92.383,20873.285692032
27107,47.325,-96.469,18800
27105,43.673,-95.752,19813.607594068
27103,44.357,-94.357,19621.861918287
27101,44.022,-95.763,18800
27099,43.674,-92.749,19127.433335740
27097,45.99,-94.208,19494
27095,45.902,-93.62,19188.207428686
27093,45.109,-94.509,19053
27091,43.674,-94.55,19681
27089,48.359,-96.378,19615
27087,47.324,-95.809,18800
27085,44.804,-94.256,19733.342861156
27083,44.413,-95.843,19362.322108346
27081,44.414,-96.265,18800
27079,44.391,-93.774,19651.447034464
27077,48.851,-94.885,18800
27075,47.692,-91.386,18612
27073,44.988,-96.094,18800
27071,48.207,-93.755,18800
27069,48.771,-96.812,18800
27067,45.152,-95.006,19397.120030795
27065,45.945,-93.286,19770
27063,43.674,-95.154,18800
27061,47.464,-93.737,19020
27059,45.572,-93.266,21088.498337518
27057,47.108,-94.921,18700
27055,43.673,-91.474,18697.401120845
27053,45.015,-93.472,21124.249755403
27051,45.933,-96.012,18800
27049,44.424,-92.641,19454.681265543
27047,43.673,-93.348,18601.514557631
27045,43.673,-92.089,20062.567024905
27043,43.674,-93.948,18800
27041,45.933,-95.454,18671.133903134
27039,44.022,-92.861,20864.879890506
27037,44.705,-93.03,21105.836566440
27035,46.479,-94.085,18582.136965827
27033,44.021,-95.16,18800
27031,47.946,-90.54,20265
27029,47.585,-95.375,18800
27027,46.89,-96.506,18955.669658494
27025,45.513,-92.894,21085.439331393
27023,45.012,-95.641,18866
27021,47.117,-94.28,19464.188886105
27019,44.765,-93.766,21090.666666667
27017,46.593,-92.678,18746.993059228
27015,44.277,-94.738,18634.573125568
27013,44.003,-94.069,19622.974372230
27011,45.455,-96.469,18800
27009,45.691,-94.056,20828.206453476
27007,47.888,-95.008,18755.600282866
27005,46.933,-95.678,18800
27003,45.224,-93.265,21098.285636814
27001,46.637,-93.432,19792
26165,44.338,-85.577,18737.021164021
26163,42.258,-83.302,19042.866405207
26161,42.254,-83.836,20810.005255923
26159,42.306,-86.117,18519.901545972
26157,43.451,-83.406,18933
26155,42.953,-84.145,18980.688935282
26153,46.221,-86.201,18437
26151,43.417,-82.805,18437
26149,41.915,-85.541,18517.171358295
26147,42.959,-82.71,19055.105311811
26145,43.327,-84.032,19156.579666933
26143,44.335,-84.611,18437
26141,45.353,-83.937,18437
26139,42.92,-86,20528.283978463
26137,45.028,-84.612,18635
26135,44.681,-84.129,18811
26133,43.989,-85.326,18437
26131,46.665,-89.27,19020
26129,44.334,-84.126,18448
26127,43.618,-86.276,18932
26125,42.661,-83.386,19047.952003802
26123,43.553,-85.801,19009
26121,43.269,-86.159,18632.324842151
26119,45.026,-84.126,18437
26117,43.293,-85.199,18914.116938436
26115,41.912,-83.553,19026.143377625
26113,44.337,-85.094,18199.526144209
26111,43.639,-84.387,19718.211372411
26109,45.535,-87.508,18067.555489379
26107,43.641,-85.323,18238.375109968
26105,43.988,-86.254,18328.744474282
26103,46.401,-87.63,18615.195142615
26101,44.337,-86.074,18459
26099,42.672,-82.904,19047.000481348
26097,46.062,-84.942,18558
26095,46.464,-85.556,18437
26093,42.603,-83.911,19363.931937908
26091,41.893,-84.063,19606.665110445
26089,44.877,-85.778,19510.276444226
26087,43.105,-83.222,19060.263728904
26085,43.989,-85.802,18437
26083,47.364,-88.18,18032.545980475
26081,43.031,-85.55,19302.692422224
26079,44.684,-85.09,18914.184307872
26077,42.246,-85.529,18517.931363636
26075,42.247,-84.424,18987.639567568
26073,43.64,-84.847,19152.926996142
26071,46.217,-88.553,18635
26069,44.306,-83.662,19219
26067,42.945,-85.074,19029.755380936
26065,42.596,-84.371,18724.995311616
26063,43.819,-83.059,18437
26061,47.036,-88.72,18206.501071552
26059,41.886,-84.593,18935.828434313
26057,43.291,-84.606,18078.096318640
26055,44.717,-85.575,19836.332642487
26053,46.38,-89.704,18360
26051,43.987,-84.387,18437
26049,43.002,-83.692,19072.116430172
26047,45.575,-84.9,19670
26045,42.596,-84.837,18733.684222044
26043,46,-87.876,18151.047586207
26041,45.978,-86.836,18491.100204360
26039,44.684,-84.61,18833
26037,42.943,-84.6,18739.759133213
26035,43.987,-84.847,18437
26033,46.284,-84.72,18119.584339830
26031,45.448,-84.467,18437
26029,45.184,-84.921,19659
26027,41.915,-85.993,18719.605807766
26025,42.247,-85.004,19096.348650988
26023,41.916,-85.059,19006.504909984
26021,41.967,-86.402,18495.038532896
26019,44.623,-86.022,19506.891078067
26017,43.671,-84.011,18817.216561906
26015,42.594,-85.308,18837.092304625
26013,46.694,-88.335,18437
26011,44.062,-83.895,18833
26009,44.988,-85.163,18988
26007,45.004,-83.662,18664.540856031
26005,42.56,-86,19708.574133352
26003,46.306,-86.815,18437
26001,44.666,-83.62,18437
25027,42.364,-71.896,20717.339120914
25025,42.342,-71.025,24086.928879592
25023,41.993,-70.701,23133.387625114
25021,42.168,-71.202,23985.373702422
25019,41.284,-70.192,23997
25017,42.431,-71.459,23474.954267195
25015,42.341,-72.635,20709.401806549
25013,42.119,-72.604,20703.103686636
25011,42.573,-72.624,21332.629127317
25009,42.633,-70.879,22832.247273650
25007,41.393,-70.643,22514.292021797
25005,41.73,-71.067,21448.513226662
25003,42.395,-73.228,19954.791476855
25001,41.701,-70.222,22340.434832100
24510,39.305,-76.62,22674.672687529
24047,38.175,-75.324,20454.843615596
24045,38.371,-75.627,19780.760859929
24043,39.662,-77.916,20827.911690689
24041,38.753,-76.18,22890.292745560
24039,38.064,-75.888,18613.732768793
24037,38.236,-76.537,23484.974107329
24035,39.036,-76.092,22565.122444876
24033,38.89,-76.879,26328.781547778
24031,39.153,-77.208,26343.419868876
24029,39.297,-76.055,21651
24027,39.245,-76.941,22595.470979248
24025,39.491,-76.302,22584.186167766
24023,39.547,-79.209,20031
24021,39.485,-77.391,26250.801377119
24019,38.336,-76.07,21095.459868468
24017,38.465,-76.992,26228.675400291
24015,39.549,-75.999,22963.055512119
24013,39.541,-77.049,22586.766535574
24011,38.88,-75.861,21247
24009,38.545,-76.511,26206.803603604
24005,39.546,-76.591,22612.091353712
24003,38.969,-76.594,22591.254133057
24001,39.634,-78.69,18597.90625
23031,43.329,-70.605,21750.050003497
23029,44.951,-67.495,20331
23027,44.462,-69.149,20454
23025,45.593,-69.909,20991
23023,43.793,-69.858,22247.528304461
23021,45.826,-69.304,20095
23019,45.543,-68.647,20511.523776706
23017,44.464,-70.661,20488
23015,44.002,-69.523,20768
23013,43.992,-68.967,22552
23011,44.371,-69.752,20320.142471817
23009,44.522,-68.41,21044
23007,44.867,-70.381,20656
23005,43.764,-70.361,21985.657176927
23003,46.877,-68.886,20421
23001,44.22,-70.239,19935.503288258
22127,31.928,-92.643,22176
22125,30.873,-91.419,22729.565644576
22123,32.775,-91.45,21818
22121,30.452,-91.313,22732.135416667
22119,32.714,-93.338,22029.167136415
22117,30.837,-90.037,21339.127019995
22115,31.123,-93.2,22653.617888500
22113,29.786,-92.351,22287.741176471
22111,32.796,-92.393,22051.621023330
22109,29.368,-90.865,22150.629981719
22107,32.035,-91.305,21818
22105,30.644,-90.364,22444.694776227
22103,30.432,-89.881,23650.143866036
22101,29.645,-91.508,22159.663000669
22099,30.29,-91.678,22128.184173767
22097,30.6,-92.086,20893.355561902
22095,30.171,-90.421,23648.467761105
22093,30.021,-90.802,22088.595217943
22091,30.824,-90.738,22729.523900448
22089,29.908,-90.358,23653.218779896
22087,29.9,-89.385,23655.987960123
22085,31.514,-93.559,22327
22083,32.462,-91.732,21818
22081,32.089,-93.367,22176
22079,31.156,-92.526,22278.389358780
22077,30.608,-91.566,22730.176934484
22075,29.367,-89.477,23655.752824019
22073,32.457,-92.159,22019.665841399
22071,30.092,-89.882,23636.310344828
22069,31.756,-93.079,22641.438136619
22067,32.783,-91.759,21691.000348894
22065,32.384,-91.216,21992
22063,30.412,-90.696,22730.836057384
22061,32.606,-92.648,22979.565295946
22059,31.701,-92.195,21906
22057,29.67,-90.502,22148.891526636
22055,30.228,-92.095,22129.997130226
22053,30.238,-92.857,22176
22051,29.687,-90.089,23648.378453039
22049,32.321,-92.566,22046
22047,30.218,-91.36,21504.117016090
22045,29.984,-91.626,22316.772288179
22043,31.598,-92.584,22295.790320436
22041,32.142,-91.691,21818
22039,30.766,-92.403,21818
22037,30.855,-91.073,22729.605692399
22035,32.771,-91.23,22133
22033,30.515,-91.08,22735.469919355
22031,32.085,-93.698,22490.746913580
22029,31.502,-91.622,21090.609542356
22027,32.8,-92.981,22176
22025,31.758,-91.779,22176
22023,29.889,-93.271,22571.080693480
22021,32.102,-92.09,22176
22019,30.227,-93.326,22562.699629080
22017,32.434,-93.752,22485.250444462
22015,32.698,-93.609,22489.026521061
22013,32.366,-93.1,22176
22011,30.642,-93.359,22516.571933161
22009,31.036,-91.979,21624
22007,29.859,-91.072,22338
22005,30.231,-90.869,22731.448903780
22003,30.656,-92.856,22176
22001,30.27,-92.386,22028.227841028
21239,38.018,-84.745,18605.085596708
21237,37.734,-83.475,18761
21235,36.778,-84.116,18945.297981878
21233,37.534,-87.659,19378
21231,36.797,-84.818,18209
21229,37.742,-85.2,18209
21227,36.975,-86.393,18654.761329526
21225,37.625,-87.947,18479
21223,38.601,-85.312,18784.693331585
21221,36.809,-87.908,19125.212361744
21219,36.842,-87.193,18360
21217,37.336,-85.33,18320.852048193
21215,38.032,-85.309,18786.363873492
21213,36.738,-86.581,18685
21211,38.216,-85.211,19019.820917983
21209,38.314,-84.571,18600.575675483
21207,37.017,-85.055,18544
21205,38.221,-83.417,18738
21203,37.353,-84.316,18004.353483131
21201,38.522,-84.057,19529
21199,37.108,-84.592,19065.898883418
21197,37.835,-83.829,18100
21195,37.506,-82.348,19248
21193,37.3,-83.276,18209
21191,38.693,-84.363,18402.461024499
21189,37.423,-83.704,18209
21187,38.529,-84.828,18436
21185,38.402,-85.46,18787.866103082
21183,37.452,-86.857,18165
21181,38.329,-84.013,18100
21179,37.828,-85.446,18036.474285328
21177,37.188,-87.134,18803
21175,37.922,-83.233,18425
21173,38.032,-83.918,19000.819434825
21171,36.729,-85.707,18133
21169,36.975,-85.609,18005.494692144
21167,37.823,-84.859,18457
21165,37.922,-83.605,18922.118545128
21163,37.952,-86.233,18271.505343408
21161,38.59,-83.808,18002.866735324
21159,37.803,-82.492,18209
21157,36.894,-88.298,18230
21155,37.531,-85.275,18306
21153,37.75,-83.074,18100
21151,37.719,-84.299,18374.389457635
21149,37.506,-87.268,18298.845804989
21147,36.75,-84.502,18209
21145,37.044,-88.712,18543.783588093
21143,37.035,-88.058,18100
21141,36.85,-86.836,18501
21139,37.234,-88.376,17978.370588998
21137,37.455,-84.653,18801.422422954
21135,38.48,-83.335,18100
21133,37.114,-82.859,18209
21131,37.116,-83.358,18187
21129,37.616,-83.713,18209
21127,38.078,-82.744,18209
21125,37.148,-84.115,18949.409409966
21123,37.577,-85.68,18316.743232537
21121,36.884,-83.83,18688.334336506
21119,37.34,-82.922,18100
21117,38.942,-84.52,18402.158522909
21115,37.847,-82.808,18100
21113,37.855,-84.579,18601.123370110
21111,38.191,-85.678,18771.926883675
21109,37.413,-83.993,18750
21107,37.293,-87.573,18181.162182619
21105,36.681,-89.007,18209
21103,38.468,-85.106,18785.619561640
21101,37.745,-87.599,19267.161497251
21099,37.294,-85.906,18100
21097,38.43,-84.329,18652
21095,36.875,-83.183,18544
21093,37.659,-85.976,18310.446956647
21091,37.861,-86.804,18296.262890341
21089,38.574,-82.916,18652.181301151
21087,37.252,-85.525,18209
21085,37.456,-86.343,18209
21083,36.722,-88.651,19063.692970158
21081,38.647,-84.631,18088.418834442
21079,37.648,-84.546,18263
21077,38.744,-84.841,18402.594736842
21075,36.571,-89.126,18929.093292109
21073,38.233,-84.875,19032.515830059
21071,37.576,-82.754,18209
21069,38.386,-83.718,18209
21067,38.051,-84.471,18594.217609339
21065,37.667,-83.924,18209
21063,38.11,-83.079,18209
21061,37.207,-86.259,18677.527638191
21059,37.677,-87.113,18293.451509406
21057,36.777,-85.408,18209
21055,37.352,-88.079,18209
21053,36.73,-85.135,18836
21051,37.179,-83.737,18209
21049,37.98,-84.157,18599.104312939
21047,36.88,-87.496,19121.116764328
21045,37.318,-84.935,18100
21043,38.328,-83.056,18209
21041,38.645,-85.133,18858
21039,36.845,-88.996,18544
21037,38.931,-84.369,18401.653913044
21035,36.624,-88.26,18271.693506126
21033,37.151,-87.888,18209
21031,37.182,-86.671,18029.033875251
21029,37.951,-85.683,18784.777173913
21027,37.782,-86.414,18209
21025,37.539,-83.264,18209
21023,38.686,-84.07,18401.780706932
21021,37.624,-84.845,18184.540877857
21019,38.373,-82.694,18659.424513452
21017,38.224,-84.205,18604.109854934
21015,38.988,-84.747,18401.415621056
21013,36.705,-83.708,18261.903394977
21011,38.137,-83.721,18912.127071094
21009,36.944,-85.957,18875.013572500
21007,37.074,-88.999,19062.149448859
21005,38.018,-84.983,19178.372472943
21003,36.78,-86.184,18025.908611715
21001,37.089,-85.285,18100
20209,39.107,-94.748,19999.895422288
20207,37.886,-95.74,19657
20205,37.559,-95.743,19657
20203,38.482,-101.346,18960
20201,39.784,-97.087,19074
20199,38.915,-101.762,19657
20197,38.971,-96.223,18604.922897196
20195,38.914,-99.872,18708
20193,39.35,-101.055,19657
20191,37.237,-97.477,19456.46861167
20189,37.192,-101.311,19762
20187,37.563,-101.783,19657
20185,38.042,-98.747,19657
20183,39.785,-98.785,19657
20181,39.351,-101.719,19657
20179,39.35,-100.441,19657
20177,39.042,-95.769,18580.896535689
20175,37.192,-100.85,19437.335269710
20173,37.693,-97.48,18975.554437824
20171,38.482,-100.906,19657
20169,38.783,-97.65,19717.580753701
20167,38.914,-98.763,18948
20165,38.523,-99.309,19657
20163,39.35,-99.324,19657
20161,39.21,-96.675,20583.675688472
20159,38.34,-98.201,19657
20157,39.827,-97.65,19657
20155,37.953,-98.085,18632.823314466
20153,39.785,-101.076,19657
20151,37.647,-98.74,18650
20149,39.366,-96.381,20592.337118711
20147,39.784,-99.347,19657
20145,38.175,-99.248,18639
20143,39.132,-97.65,19604.488785047
20141,39.35,-98.768,19657
20139,38.651,-95.725,18599.307616996
20137,39.784,-99.902,19657
20135,38.479,-99.916,19657
20133,37.558,-95.306,19657
20131,39.783,-96.013,19657
20129,37.191,-101.798,19657
20127,38.696,-96.643,19657
20125,37.192,-95.741,19103.906786190
20123,39.393,-98.209,19657
20121,38.563,-94.837,19999.155369332
20119,37.238,-100.37,19657
20117,39.783,-96.522,19361
20115,38.348,-97.095,19657
20113,38.391,-97.648,18742.623796846
20111,38.455,-96.151,19030.826783983
20109,38.917,-101.148,19657
20107,38.213,-94.845,19997.443782433
20105,39.045,-98.209,19657
20103,39.205,-94.981,20001.739180199
20101,38.481,-100.466,18834
20099,37.191,-95.298,19405.699567278
20097,37.558,-99.285,19657
20095,37.558,-98.135,19638.776821572
20093,38,-101.316,18638.421103959
20091,38.897,-94.831,20000.146113748
20089,39.784,-98.218,19657
20087,39.234,-95.389,18603.026406210
20085,39.391,-95.8,18601.705563699
20083,38.087,-99.898,19657
20081,37.562,-100.871,18696
20079,38.043,-97.427,18973.754736623
20077,37.191,-98.075,19657
20075,37.999,-101.785,18891
20073,37.889,-96.242,19657
20071,38.48,-101.806,19657
20069,37.737,-100.439,19657
20067,37.562,-101.308,19657
20065,39.349,-99.882,19657
20063,38.916,-100.483,19657
20061,38.976,-96.732,20701.557031608
20059,38.564,-95.282,19144.035702049
20057,37.691,-99.891,19735.909426586
20055,38.108,-100.664,18937.223784504
20053,38.696,-98.205,19657
20051,38.914,-99.317,18861.674946245
20049,37.453,-96.243,19657
20047,37.867,-99.291,19657
20045,38.892,-95.278,19253.441388603
20043,39.751,-95.099,19650.314010267
20041,38.871,-97.135,19657
20039,39.784,-100.459,19657
20037,37.506,-94.852,19604.365999148
20035,37.237,-96.839,19565.939217033
20033,37.191,-99.272,19657
20031,38.236,-95.733,19657
20029,39.48,-97.65,19657
20027,39.349,-97.164,19888
20025,37.234,-99.824,19657
20023,39.785,-101.73,19657
20021,37.169,-94.846,19657
20019,37.149,-96.244,19657
20017,38.304,-96.597,19657
20015,37.78,-96.838,18975.264175523
20013,39.826,-95.564,19657
20011,37.855,-94.851,19669
20009,38.478,-98.756,19434.981564559
20007,37.234,-98.679,19657
20005,39.536,-95.269,19082.139040722
20003,38.214,-95.291,19657
20001,37.885,-95.301,19657
19197,42.732,-93.735,19206
19195,43.377,-93.26,18905.326511275
19193,42.386,-96.084,19471.515452290
19191,43.291,-91.842,19565
19189,43.377,-93.734,19206
19187,42.427,-94.187,19704.858647371
19185,40.739,-93.327,19206
19183,41.337,-91.715,19615.354033935
19181,41.336,-93.559,20878.830431177
19179,41.03,-92.409,19280.893433800
19177,40.753,-91.948,19206
19175,41.027,-94.242,19206
19173,40.735,-94.699,19206
19171,42.079,-92.532,19337
19169,42.036,-93.465,20239.822619699
19167,43.083,-96.215,19206
19165,41.684,-95.299,19206
19163,41.628,-90.606,19535.230858920
19161,42.385,-95.122,19907
19159,40.734,-94.243,19206
19157,41.685,-92.532,19696
19155,41.332,-95.587,20155.242165661
19153,41.687,-93.572,20893.924985945
19151,42.734,-94.679,19206
19149,42.735,-96.249,19563.642410016
19147,43.082,-94.678,19206
19145,40.739,-95.149,19206
19143,43.379,-95.624,19467
19141,43.084,-95.625,19609
19139,41.465,-91.076,20208.694283879
19137,41.03,-95.156,19565
19135,41.029,-92.869,19304
19133,42.037,-96.015,19206
19131,43.356,-92.788,19206
19129,41.03,-95.633,20150.020527470
19127,42.035,-92.998,19689.986669488
19125,41.334,-93.099,21073
19123,41.335,-92.64,19720.496863494
19121,41.329,-94.015,20877.642927664
19119,43.378,-96.231,19206
19117,41.029,-93.327,19206
19115,41.204,-91.216,19500
19113,42.078,-91.599,19219.810863466
19111,40.597,-91.415,19054.682674857
19109,43.204,-94.206,19206
19107,41.336,-92.178,19206
19105,42.121,-91.131,19909.394957983
19103,41.685,-91.6,20995.279143088
19101,41.032,-91.947,19400.815046376
19099,41.685,-93.052,19029.187460684
19097,42.207,-90.526,19206
19095,41.686,-92.063,19206
19093,42.386,-95.532,19206
19091,42.776,-94.207,19206
19089,43.356,-92.317,19206
19087,40.988,-91.544,19348
19085,41.684,-95.818,20149.644934609
19083,42.383,-93.25,19206
19081,43.081,-93.734,19206
19079,42.383,-93.717,19750
19077,41.683,-94.493,20875.260470453
19075,42.382,-92.78,20253.275201227
19073,42.036,-94.396,19293
19071,40.742,-95.629,19206
19069,42.732,-93.262,19565
19067,43.06,-92.789,19206
19065,42.862,-91.843,18869
19063,43.378,-94.678,19489
19061,42.475,-90.804,19840.271976796
19059,43.377,-95.15,19206.494368216
19057,40.897,-91.175,20125.129292782
19055,42.47,-91.369,20033
19053,40.738,-93.785,19642
19051,40.747,-92.408,19319.179281611
19049,41.683,-94.035,20884.011790393
19047,42.037,-95.381,19206
19045,41.901,-90.519,19034.56333428
19043,42.863,-91.252,19402
19041,43.082,-95.151,19069.318546452
19039,41.03,-93.785,19663
19037,43.059,-92.317,19206
19035,42.735,-95.624,19206
19033,43.081,-93.26,19019.766241216
19031,41.772,-91.132,19620
19029,41.331,-94.927,19141
19027,42.036,-94.86,19924
19025,42.384,-94.655,19206
19023,42.731,-92.79,19206
19021,42.735,-95.151,19393.958236195
19019,42.471,-91.839,19642
19017,42.774,-92.318,19716.467737653
19015,42.036,-93.931,18953.323793608
19013,42.469,-92.309,20245.568090433
19011,42.08,-92.065,19566.114959709
19009,41.683,-94.896,19206
19007,40.743,-92.867,19565
19005,43.29,-91.334,19206
19003,41.028,-94.699,19544
19001,41.33,-94.471,19500
18183,41.134,-85.497,20391.552338530
18181,40.737,-86.84,19710
18179,40.742,-85.258,20390.004723439
18177,39.867,-85.015,20012.791267382
18175,38.598,-86.078,19882.440593068
18173,38.089,-87.245,20994.378907878
18171,40.363,-87.311,19710
18169,40.847,-85.792,19494.011666667
18167,39.433,-87.41,19766.310561328
18165,39.867,-87.443,19789.589325728
18163,38.067,-87.575,20984.686499922
18161,39.625,-84.925,19719.636182241
18159,40.311,-86.051,20430
18157,40.388,-86.894,21021.853392377
18155,38.839,-84.994,19710
18153,39.08,-87.449,20598.029449597
18151,41.643,-85,19971.686576313
18149,41.287,-86.698,20126
18147,38.059,-87.016,19305
18145,39.524,-85.791,20804.919771783
18143,38.717,-85.729,19778.322164412
18141,41.618,-86.293,20469.796078431
18139,39.62,-85.465,19710
18137,39.101,-85.254,19339
18135,40.157,-85.011,19710
18133,39.668,-86.828,20804.947181208
18131,41.042,-86.699,19305
18129,38.078,-87.893,20994.683
18127,41.517,-87.076,20775.416354419
18125,38.377,-87.267,19736.239316807
18123,38.056,-86.622,19710
18121,39.78,-87.221,19710
18119,39.319,-86.842,19965.209325595
18117,38.542,-86.495,19710
18115,38.948,-84.985,20102.720319099
18113,41.395,-85.423,19539.471539722
18111,40.949,-87.396,20767.161517754
18109,39.469,-86.468,20805.029748284
18107,40.04,-86.893,19795.125832408
18105,39.165,-86.501,21239.119023238
18103,40.781,-86.016,19103.567679845
18101,38.715,-86.803,19710
18099,41.325,-86.26,19974.301457008
18097,39.781,-86.132,20804.771773522
18095,40.161,-85.719,19748.336128938
18093,38.84,-86.479,19165.142453480
18091,41.568,-86.709,20054.302611589
18089,41.467,-87.372,20787.787020325
18087,41.642,-85.426,19541
18085,41.239,-85.864,20049.767998335
18083,38.721,-87.423,20137.142234916
18081,39.489,-86.101,20805.251107829
18079,38.977,-85.619,19494.167804945
18077,38.816,-85.442,19056.175376254
18075,40.439,-85.011,19710
18073,41.008,-87.103,21085.5482
18071,38.905,-86.056,19579.131130362
18069,40.828,-85.489,19532.468623904
18067,40.483,-86.118,20119.542023002
18065,39.931,-85.398,20021.542158516
18063,39.761,-86.51,20805.125877633
18061,38.217,-86.115,20502.125140552
18059,39.821,-85.765,20805.284174424
18057,40.072,-86.052,20805.263545890
18055,39.035,-86.961,19305
18053,40.516,-85.654,19008.223723940
18051,38.308,-87.651,20205
18049,41.04,-86.206,19912
18047,39.416,-85.057,20092
18045,40.12,-87.265,19710
18043,38.294,-85.896,20496.685991782
18041,39.62,-85.168,19624.172216331
18039,41.597,-85.858,20286.699050563
18037,38.353,-86.876,19736.484651352
18035,40.227,-85.396,19867.901473020
18033,41.397,-84.998,19521.000767139
18031,39.311,-85.491,19617.735340512
18029,39.15,-84.975,20102.173886640
18027,38.709,-87.091,19716.308159602
18025,38.301,-86.463,19710
18023,40.304,-86.469,19612.915850864
18021,39.386,-87.09,19784.512220381
18019,38.445,-85.705,20495.982593037
18017,40.735,-86.373,19538.273015873
